"ENSEMBL"	"BE02_107A"
"39216"	"ENSG00000251377.3"	0
"39217"	"ENSG00000251378.1"	0
"39218"	"ENSG00000251380.3"	3.616
"39219"	"ENSG00000251381.8"	0
"39220"	"ENSG00000251383.1"	0
"39221"	"ENSG00000251385.2"	0
"39222"	"ENSG00000251387.1"	0
"39223"	"ENSG00000251388.2"	0
"39224"	"ENSG00000251389.1"	0
"39225"	"ENSG00000251391.6"	0
"39226"	"ENSG00000251393.5"	1
"39227"	"ENSG00000251395.1"	0
"39228"	"ENSG00000251396.10"	1
"39229"	"ENSG00000251398.2"	0
"39230"	"ENSG00000251400.1"	79.369
"39231"	"ENSG00000251401.2"	0
"39232"	"ENSG00000251402.3"	0
"39233"	"ENSG00000251405.3"	0
"39234"	"ENSG00000251407.1"	0
"39235"	"ENSG00000251408.1"	0
"39236"	"ENSG00000251409.3"	6.607
"39237"	"ENSG00000251410.3"	0
"39238"	"ENSG00000251411.1"	4
"39239"	"ENSG00000251412.1"	0
"39240"	"ENSG00000251413.1"	0
"39241"	"ENSG00000251414.1"	0
"39242"	"ENSG00000251417.3"	1
"39243"	"ENSG00000251418.2"	0
"39244"	"ENSG00000251419.1"	0
"39245"	"ENSG00000251421.2"	0
"39246"	"ENSG00000251423.3"	0
"39247"	"ENSG00000251424.1"	0
"39248"	"ENSG00000251426.2"	0
"39249"	"ENSG00000251427.1"	0
"39250"	"ENSG00000251429.2"	34.915
"39251"	"ENSG00000251430.1"	0
"39252"	"ENSG00000251431.1"	0
"39253"	"ENSG00000251432.9"	20
"39254"	"ENSG00000251433.1"	0
"39255"	"ENSG00000251434.1"	0
"39256"	"ENSG00000251435.1"	0
"39257"	"ENSG00000251436.2"	0
"39258"	"ENSG00000251437.1"	0
"39259"	"ENSG00000251438.2"	0
"39260"	"ENSG00000251439.1"	0
"39261"	"ENSG00000251440.2"	0
"39262"	"ENSG00000251441.4"	17
"39263"	"ENSG00000251442.9"	27
"39264"	"ENSG00000251443.4"	0
"39265"	"ENSG00000251445.2"	0
"39266"	"ENSG00000251446.1"	0
"39267"	"ENSG00000251447.1"	0
"39268"	"ENSG00000251448.2"	1
"39269"	"ENSG00000251449.2"	0
"39270"	"ENSG00000251450.3"	0
"39271"	"ENSG00000251451.1"	0
"39272"	"ENSG00000251452.2"	0
"39273"	"ENSG00000251453.1"	1
"39274"	"ENSG00000251455.1"	0
"39275"	"ENSG00000251456.1"	2
"39276"	"ENSG00000251458.2"	0
"39277"	"ENSG00000251459.3"	0
"39278"	"ENSG00000251460.2"	0
"39279"	"ENSG00000251461.4"	0
"39280"	"ENSG00000251463.2"	5
"39281"	"ENSG00000251464.2"	0
"39282"	"ENSG00000251467.1"	11
"39283"	"ENSG00000251468.2"	2
"39284"	"ENSG00000251470.1"	0
"39285"	"ENSG00000251471.2"	0
"39286"	"ENSG00000251473.2"	0
"39287"	"ENSG00000251474.8"	0
"39288"	"ENSG00000251476.2"	1
"39289"	"ENSG00000251477.1"	0
"39290"	"ENSG00000251478.1"	0
"39291"	"ENSG00000251482.1"	0
"39292"	"ENSG00000251483.2"	0
"39293"	"ENSG00000251484.3"	2
"39294"	"ENSG00000251485.1"	4.557
"39295"	"ENSG00000251487.2"	1
"39296"	"ENSG00000251488.1"	0
"39297"	"ENSG00000251489.2"	0
"39298"	"ENSG00000251490.1"	0
"39299"	"ENSG00000251491.2"	0
"39300"	"ENSG00000251492.1"	0
"39301"	"ENSG00000251493.5"	4
"39302"	"ENSG00000251495.1"	121.71
"39303"	"ENSG00000251497.3"	0
"39304"	"ENSG00000251498.1"	0
"39305"	"ENSG00000251501.1"	0
"39306"	"ENSG00000251503.8"	22.447
"39307"	"ENSG00000251504.2"	0
"39308"	"ENSG00000251508.1"	0
"39309"	"ENSG00000251510.2"	0
"39310"	"ENSG00000251511.2"	0
"39311"	"ENSG00000251513.3"	0
"39312"	"ENSG00000251515.1"	0
"39313"	"ENSG00000251516.1"	0
"39314"	"ENSG00000251517.1"	0
"39315"	"ENSG00000251520.1"	1
"39316"	"ENSG00000251521.3"	0
"39317"	"ENSG00000251523.1"	0
"39318"	"ENSG00000251525.7"	0
"39319"	"ENSG00000251526.2"	1
"39320"	"ENSG00000251527.1"	0
"39321"	"ENSG00000251529.1"	0
"39322"	"ENSG00000251533.3"	0
"39323"	"ENSG00000251535.1"	1
"39324"	"ENSG00000251536.3"	0
"39325"	"ENSG00000251537.4"	1.682
"39326"	"ENSG00000251538.8"	0
"39327"	"ENSG00000251539.1"	0
"39328"	"ENSG00000251542.1"	0
"39329"	"ENSG00000251543.2"	0
"39330"	"ENSG00000251544.1"	0
"39331"	"ENSG00000251545.3"	0
"39332"	"ENSG00000251546.1"	2999.625
"39333"	"ENSG00000251548.1"	2
"39334"	"ENSG00000251549.2"	0
"39335"	"ENSG00000251550.1"	0
"39336"	"ENSG00000251552.1"	0
"39337"	"ENSG00000251553.1"	0
"39338"	"ENSG00000251555.2"	1
"39339"	"ENSG00000251556.1"	0
"39340"	"ENSG00000251557.5"	0
"39341"	"ENSG00000251562.12"	216882.988
"39342"	"ENSG00000251563.1"	0
"39343"	"ENSG00000251566.1"	1.243
"39344"	"ENSG00000251567.6"	0
"39345"	"ENSG00000251568.1"	1
"39346"	"ENSG00000251569.1"	27.083
"39347"	"ENSG00000251571.1"	3
"39348"	"ENSG00000251572.2"	0
"39349"	"ENSG00000251573.3"	0
"39350"	"ENSG00000251574.9"	0
"39351"	"ENSG00000251575.4"	0
"39352"	"ENSG00000251576.2"	0
"39353"	"ENSG00000251577.5"	0
"39354"	"ENSG00000251578.1"	0
"39355"	"ENSG00000251579.1"	0
"39356"	"ENSG00000251580.4"	0
"39357"	"ENSG00000251583.1"	5
"39358"	"ENSG00000251584.3"	0
"39359"	"ENSG00000251585.1"	0
"39360"	"ENSG00000251586.2"	0
"39361"	"ENSG00000251587.1"	0
"39362"	"ENSG00000251588.2"	0
"39363"	"ENSG00000251590.1"	0
"39364"	"ENSG00000251591.2"	0
"39365"	"ENSG00000251593.1"	6.063
"39366"	"ENSG00000251595.8"	41.016
"39367"	"ENSG00000251596.1"	4
"39368"	"ENSG00000251597.1"	0
"39369"	"ENSG00000251598.3"	0
"39370"	"ENSG00000251599.1"	0
"39371"	"ENSG00000251600.10"	4
"39372"	"ENSG00000251601.1"	0
"39373"	"ENSG00000251602.8"	2
"39374"	"ENSG00000251604.2"	0
"39375"	"ENSG00000251605.1"	0
"39376"	"ENSG00000251608.2"	0
"39377"	"ENSG00000251609.2"	0
"39378"	"ENSG00000251610.2"	1
"39379"	"ENSG00000251611.2"	2
"39380"	"ENSG00000251614.1"	0
"39381"	"ENSG00000251615.3"	201
"39382"	"ENSG00000251616.2"	0
"39383"	"ENSG00000251618.1"	0
"39384"	"ENSG00000251619.2"	0
"39385"	"ENSG00000251620.4"	1
"39386"	"ENSG00000251621.1"	0
"39387"	"ENSG00000251623.4"	0
"39388"	"ENSG00000251624.1"	3.233
"39389"	"ENSG00000251627.1"	0
"39390"	"ENSG00000251629.8"	2
"39391"	"ENSG00000251630.1"	0
"39392"	"ENSG00000251632.2"	0
"39393"	"ENSG00000251633.3"	2
"39394"	"ENSG00000251634.2"	3058.586
"39395"	"ENSG00000251635.3"	0
"39396"	"ENSG00000251636.1"	0
"39397"	"ENSG00000251637.7"	1
"39398"	"ENSG00000251638.1"	0
"39399"	"ENSG00000251639.2"	9
"39400"	"ENSG00000251642.2"	0
"39401"	"ENSG00000251643.1"	0
"39402"	"ENSG00000251644.1"	0
"39403"	"ENSG00000251647.2"	0
"39404"	"ENSG00000251648.2"	2
"39405"	"ENSG00000251649.3"	0
"39406"	"ENSG00000251655.7"	0
"39407"	"ENSG00000251656.1"	0
"39408"	"ENSG00000251660.1"	0
"39409"	"ENSG00000251661.4"	2
"39410"	"ENSG00000251663.1"	0
"39411"	"ENSG00000251664.5"	44
"39412"	"ENSG00000251665.2"	0
"39413"	"ENSG00000251666.1"	6
"39414"	"ENSG00000251667.1"	13
"39415"	"ENSG00000251668.2"	0
"39416"	"ENSG00000251669.7"	0
"39417"	"ENSG00000251670.2"	0
"39418"	"ENSG00000251675.1"	0
"39419"	"ENSG00000251676.3"	1
"39420"	"ENSG00000251680.7"	0
"39421"	"ENSG00000251682.1"	12
"39422"	"ENSG00000251685.3"	0
"39423"	"ENSG00000251686.1"	0
"39424"	"ENSG00000251687.1"	0
"39425"	"ENSG00000251688.3"	0
"39426"	"ENSG00000251689.1"	0
"39427"	"ENSG00000251691.2"	0
"39428"	"ENSG00000251692.8"	0
"39429"	"ENSG00000251694.1"	0
"39430"	"ENSG00000251697.1"	0
"39431"	"ENSG00000251698.1"	0
"39432"	"ENSG00000251702.1"	0
"39433"	"ENSG00000251703.1"	0
"39434"	"ENSG00000251704.1"	0
"39435"	"ENSG00000251705.1"	0
"39436"	"ENSG00000251706.1"	0
"39437"	"ENSG00000251707.2"	0
"39438"	"ENSG00000251711.1"	0
"39439"	"ENSG00000251712.3"	0
"39440"	"ENSG00000251714.1"	0
"39441"	"ENSG00000251715.1"	0
"39442"	"ENSG00000251717.1"	0
"39443"	"ENSG00000251718.1"	0
"39444"	"ENSG00000251719.1"	0
"39445"	"ENSG00000251720.1"	0
"39446"	"ENSG00000251722.1"	0
"39447"	"ENSG00000251724.1"	0
"39448"	"ENSG00000251726.1"	0
"39449"	"ENSG00000251727.1"	0
"39450"	"ENSG00000251728.1"	0
"39451"	"ENSG00000251729.1"	0
"39452"	"ENSG00000251730.1"	0
"39453"	"ENSG00000251732.1"	0
"39454"	"ENSG00000251733.1"	166
"39455"	"ENSG00000251735.1"	0
"39456"	"ENSG00000251739.1"	0
"39457"	"ENSG00000251741.1"	0
"39458"	"ENSG00000251742.1"	0
"39459"	"ENSG00000251744.1"	0
"39460"	"ENSG00000251745.1"	0
"39461"	"ENSG00000251746.1"	0
"39462"	"ENSG00000251747.1"	0
"39463"	"ENSG00000251748.1"	0
"39464"	"ENSG00000251750.1"	0
"39465"	"ENSG00000251751.1"	0
"39466"	"ENSG00000251752.1"	0
"39467"	"ENSG00000251753.1"	0
"39468"	"ENSG00000251754.1"	0
"39469"	"ENSG00000251756.1"	0
"39470"	"ENSG00000251757.1"	0
"39471"	"ENSG00000251759.1"	0
"39472"	"ENSG00000251760.1"	0
"39473"	"ENSG00000251761.1"	0
"39474"	"ENSG00000251763.1"	0
"39475"	"ENSG00000251764.1"	0
"39476"	"ENSG00000251766.1"	0
"39477"	"ENSG00000251767.1"	0
"39478"	"ENSG00000251768.1"	0
"39479"	"ENSG00000251770.1"	0
"39480"	"ENSG00000251773.1"	0
"39481"	"ENSG00000251774.1"	0
"39482"	"ENSG00000251775.1"	0
"39483"	"ENSG00000251776.1"	0
"39484"	"ENSG00000251778.1"	0
"39485"	"ENSG00000251779.1"	0
"39486"	"ENSG00000251781.1"	0
"39487"	"ENSG00000251783.1"	0
"39488"	"ENSG00000251785.1"	0
"39489"	"ENSG00000251787.1"	0
"39490"	"ENSG00000251788.1"	0
"39491"	"ENSG00000251789.2"	0
"39492"	"ENSG00000251791.1"	1003
"39493"	"ENSG00000251792.1"	0
"39494"	"ENSG00000251794.1"	0
"39495"	"ENSG00000251796.1"	0
"39496"	"ENSG00000251798.1"	0
"39497"	"ENSG00000251799.1"	0
"39498"	"ENSG00000251802.1"	0
"39499"	"ENSG00000251803.1"	0
"39500"	"ENSG00000251804.1"	0
"39501"	"ENSG00000251805.1"	0
"39502"	"ENSG00000251807.1"	0
"39503"	"ENSG00000251809.1"	0
"39504"	"ENSG00000251810.1"	0
"39505"	"ENSG00000251811.1"	0
"39506"	"ENSG00000251812.1"	0
"39507"	"ENSG00000251813.1"	0
"39508"	"ENSG00000251814.1"	0
"39509"	"ENSG00000251815.1"	0
"39510"	"ENSG00000251816.1"	0
"39511"	"ENSG00000251818.1"	0
"39512"	"ENSG00000251819.1"	0
"39513"	"ENSG00000251821.1"	0
"39514"	"ENSG00000251822.1"	0
"39515"	"ENSG00000251823.2"	0
"39516"	"ENSG00000251825.1"	0
"39517"	"ENSG00000251828.1"	0
"39518"	"ENSG00000251829.1"	0
"39519"	"ENSG00000251830.1"	0
"39520"	"ENSG00000251831.1"	0
"39521"	"ENSG00000251834.1"	0
"39522"	"ENSG00000251835.1"	0
"39523"	"ENSG00000251837.1"	0
"39524"	"ENSG00000251838.1"	0
"39525"	"ENSG00000251839.1"	0
"39526"	"ENSG00000251840.1"	0
"39527"	"ENSG00000251841.1"	0
"39528"	"ENSG00000251842.1"	0
"39529"	"ENSG00000251843.1"	0
"39530"	"ENSG00000251844.1"	0
"39531"	"ENSG00000251850.1"	0
"39532"	"ENSG00000251851.1"	0
"39533"	"ENSG00000251852.1"	0
"39534"	"ENSG00000251854.1"	0
"39535"	"ENSG00000251856.1"	0
"39536"	"ENSG00000251857.1"	0
"39537"	"ENSG00000251858.1"	0
"39538"	"ENSG00000251859.1"	0
"39539"	"ENSG00000251861.1"	0
"39540"	"ENSG00000251862.2"	0
"39541"	"ENSG00000251864.1"	0
"39542"	"ENSG00000251865.1"	0
"39543"	"ENSG00000251866.1"	0
"39544"	"ENSG00000251867.4"	3
"39545"	"ENSG00000251868.1"	0
"39546"	"ENSG00000251869.1"	0
"39547"	"ENSG00000251870.1"	0
"39548"	"ENSG00000251873.1"	0
"39549"	"ENSG00000251874.1"	0
"39550"	"ENSG00000251875.1"	0
"39551"	"ENSG00000251877.1"	0
"39552"	"ENSG00000251878.1"	0
"39553"	"ENSG00000251880.1"	0
"39554"	"ENSG00000251882.1"	0
"39555"	"ENSG00000251883.1"	0
"39556"	"ENSG00000251884.1"	0
"39557"	"ENSG00000251886.1"	0
"39558"	"ENSG00000251887.2"	0
"39559"	"ENSG00000251888.1"	0
"39560"	"ENSG00000251889.1"	0
"39561"	"ENSG00000251890.1"	0
"39562"	"ENSG00000251891.1"	0
"39563"	"ENSG00000251892.1"	0
"39564"	"ENSG00000251893.2"	0
"39565"	"ENSG00000251895.1"	0
"39566"	"ENSG00000251896.1"	0
"39567"	"ENSG00000251897.1"	0
"39568"	"ENSG00000251898.1"	26
"39569"	"ENSG00000251900.1"	0
"39570"	"ENSG00000251904.1"	0
"39571"	"ENSG00000251905.1"	0
"39572"	"ENSG00000251906.2"	0
"39573"	"ENSG00000251907.1"	0
"39574"	"ENSG00000251908.1"	0
"39575"	"ENSG00000251913.1"	0
"39576"	"ENSG00000251914.1"	0
"39577"	"ENSG00000251915.1"	0
"39578"	"ENSG00000251916.1"	0
"39579"	"ENSG00000251917.1"	0
"39580"	"ENSG00000251919.1"	0
"39581"	"ENSG00000251920.1"	0
"39582"	"ENSG00000251922.1"	0
"39583"	"ENSG00000251923.1"	0
"39584"	"ENSG00000251924.1"	0
"39585"	"ENSG00000251925.1"	0
"39586"	"ENSG00000251929.1"	0
"39587"	"ENSG00000251931.1"	0
"39588"	"ENSG00000251934.1"	0
"39589"	"ENSG00000251935.1"	0
"39590"	"ENSG00000251936.1"	0
"39591"	"ENSG00000251937.1"	0
"39592"	"ENSG00000251939.1"	0
"39593"	"ENSG00000251940.1"	0
"39594"	"ENSG00000251941.1"	0
"39595"	"ENSG00000251942.1"	0
"39596"	"ENSG00000251943.1"	0
"39597"	"ENSG00000251946.1"	0
"39598"	"ENSG00000251947.1"	0
"39599"	"ENSG00000251951.1"	0
"39600"	"ENSG00000251952.1"	0
"39601"	"ENSG00000251953.1"	0
"39602"	"ENSG00000251954.1"	0
"39603"	"ENSG00000251955.1"	0
"39604"	"ENSG00000251956.1"	0
"39605"	"ENSG00000251957.1"	0
"39606"	"ENSG00000251958.1"	0
"39607"	"ENSG00000251960.1"	0
"39608"	"ENSG00000251961.1"	0
"39609"	"ENSG00000251965.1"	0
"39610"	"ENSG00000251967.1"	0
"39611"	"ENSG00000251970.1"	0
"39612"	"ENSG00000251971.1"	0
"39613"	"ENSG00000251972.1"	0
"39614"	"ENSG00000251973.1"	0
"39615"	"ENSG00000251974.1"	0
"39616"	"ENSG00000251975.1"	0
"39617"	"ENSG00000251976.1"	0
"39618"	"ENSG00000251977.1"	0
"39619"	"ENSG00000251978.1"	0
"39620"	"ENSG00000251980.1"	0
"39621"	"ENSG00000251981.1"	0
"39622"	"ENSG00000251982.1"	0
"39623"	"ENSG00000251983.1"	0
"39624"	"ENSG00000251985.1"	0
"39625"	"ENSG00000251986.1"	0
"39626"	"ENSG00000251987.1"	0
"39627"	"ENSG00000251988.1"	0
"39628"	"ENSG00000251990.1"	0
"39629"	"ENSG00000251991.1"	0
"39630"	"ENSG00000251992.1"	0
"39631"	"ENSG00000251993.1"	0
"39632"	"ENSG00000251994.1"	0
"39633"	"ENSG00000251996.1"	0
"39634"	"ENSG00000251997.1"	0
"39635"	"ENSG00000251998.1"	0
"39636"	"ENSG00000251999.1"	0
"39637"	"ENSG00000252001.1"	0
"39638"	"ENSG00000252002.1"	0
"39639"	"ENSG00000252003.1"	0
"39640"	"ENSG00000252005.2"	0
"39641"	"ENSG00000252008.1"	0
"39642"	"ENSG00000252010.1"	4294
"39643"	"ENSG00000252011.1"	0
"39644"	"ENSG00000252012.1"	0
"39645"	"ENSG00000252013.1"	0
"39646"	"ENSG00000252014.1"	0
"39647"	"ENSG00000252015.1"	0
"39648"	"ENSG00000252016.1"	0
"39649"	"ENSG00000252017.1"	0
"39650"	"ENSG00000252018.1"	0
"39651"	"ENSG00000252019.1"	0
"39652"	"ENSG00000252020.1"	0
"39653"	"ENSG00000252021.1"	0
"39654"	"ENSG00000252022.1"	0
"39655"	"ENSG00000252023.1"	0
"39656"	"ENSG00000252025.1"	0
"39657"	"ENSG00000252026.1"	0
"39658"	"ENSG00000252027.1"	0
"39659"	"ENSG00000252028.1"	0
"39660"	"ENSG00000252029.1"	0
"39661"	"ENSG00000252030.1"	0
"39662"	"ENSG00000252031.1"	0
"39663"	"ENSG00000252032.1"	0
"39664"	"ENSG00000252033.1"	0
"39665"	"ENSG00000252034.1"	0
"39666"	"ENSG00000252035.1"	0
"39667"	"ENSG00000252036.1"	0
"39668"	"ENSG00000252037.1"	0
"39669"	"ENSG00000252039.1"	0
"39670"	"ENSG00000252040.1"	0
"39671"	"ENSG00000252041.1"	0
"39672"	"ENSG00000252042.1"	0
"39673"	"ENSG00000252045.1"	0
"39674"	"ENSG00000252046.1"	0
"39675"	"ENSG00000252047.1"	0
"39676"	"ENSG00000252049.1"	0
"39677"	"ENSG00000252050.1"	0
"39678"	"ENSG00000252051.1"	0
"39679"	"ENSG00000252053.1"	0
"39680"	"ENSG00000252057.2"	0
"39681"	"ENSG00000252060.1"	0
"39682"	"ENSG00000252061.1"	0
"39683"	"ENSG00000252062.1"	0
"39684"	"ENSG00000252063.1"	0
"39685"	"ENSG00000252064.1"	0
"39686"	"ENSG00000252065.1"	0
"39687"	"ENSG00000252066.1"	0
"39688"	"ENSG00000252067.1"	0
"39689"	"ENSG00000252068.1"	0
"39690"	"ENSG00000252069.1"	0
"39691"	"ENSG00000252070.1"	0
"39692"	"ENSG00000252072.1"	0
"39693"	"ENSG00000252073.1"	0
"39694"	"ENSG00000252074.1"	0
"39695"	"ENSG00000252076.1"	0
"39696"	"ENSG00000252079.1"	0
"39697"	"ENSG00000252080.1"	0
"39698"	"ENSG00000252081.1"	0
"39699"	"ENSG00000252082.1"	0
"39700"	"ENSG00000252083.1"	0
"39701"	"ENSG00000252084.1"	0
"39702"	"ENSG00000252086.1"	0
"39703"	"ENSG00000252087.1"	0
"39704"	"ENSG00000252089.1"	0
"39705"	"ENSG00000252091.1"	0
"39706"	"ENSG00000252094.1"	0
"39707"	"ENSG00000252096.1"	0
"39708"	"ENSG00000252097.1"	0
"39709"	"ENSG00000252098.1"	0
"39710"	"ENSG00000252101.2"	0
"39711"	"ENSG00000252103.1"	0
"39712"	"ENSG00000252104.1"	0
"39713"	"ENSG00000252105.1"	0
"39714"	"ENSG00000252106.2"	0
"39715"	"ENSG00000252107.1"	0
"39716"	"ENSG00000252108.1"	0
"39717"	"ENSG00000252112.1"	0
"39718"	"ENSG00000252113.2"	0
"39719"	"ENSG00000252115.1"	0
"39720"	"ENSG00000252116.1"	0
"39721"	"ENSG00000252117.1"	0
"39722"	"ENSG00000252118.1"	0
"39723"	"ENSG00000252119.1"	0
"39724"	"ENSG00000252121.1"	0
"39725"	"ENSG00000252122.1"	0
"39726"	"ENSG00000252125.1"	0
"39727"	"ENSG00000252126.2"	0
"39728"	"ENSG00000252128.1"	0
"39729"	"ENSG00000252129.1"	0
"39730"	"ENSG00000252130.1"	0
"39731"	"ENSG00000252132.1"	0
"39732"	"ENSG00000252133.1"	0
"39733"	"ENSG00000252135.1"	0
"39734"	"ENSG00000252136.1"	0
"39735"	"ENSG00000252137.1"	0
"39736"	"ENSG00000252138.1"	0
"39737"	"ENSG00000252139.1"	0
"39738"	"ENSG00000252141.1"	0
"39739"	"ENSG00000252143.1"	0
"39740"	"ENSG00000252145.1"	0
"39741"	"ENSG00000252147.1"	0
"39742"	"ENSG00000252148.1"	0
"39743"	"ENSG00000252149.1"	0
"39744"	"ENSG00000252151.1"	0
"39745"	"ENSG00000252153.1"	0
"39746"	"ENSG00000252155.1"	0
"39747"	"ENSG00000252156.1"	0
"39748"	"ENSG00000252157.1"	0
"39749"	"ENSG00000252158.1"	0
"39750"	"ENSG00000252161.1"	0
"39751"	"ENSG00000252162.1"	0
"39752"	"ENSG00000252163.1"	0
"39753"	"ENSG00000252164.1"	0
"39754"	"ENSG00000252166.1"	0
"39755"	"ENSG00000252167.1"	0
"39756"	"ENSG00000252169.1"	0
"39757"	"ENSG00000252170.2"	0
"39758"	"ENSG00000252171.1"	0
"39759"	"ENSG00000252172.1"	0
"39760"	"ENSG00000252173.1"	0
"39761"	"ENSG00000252174.1"	0
"39762"	"ENSG00000252178.1"	0
"39763"	"ENSG00000252179.1"	0
"39764"	"ENSG00000252182.1"	0
"39765"	"ENSG00000252183.1"	0
"39766"	"ENSG00000252184.1"	0
"39767"	"ENSG00000252185.1"	0
"39768"	"ENSG00000252186.1"	0
"39769"	"ENSG00000252188.1"	0
"39770"	"ENSG00000252190.1"	0
"39771"	"ENSG00000252191.1"	0
"39772"	"ENSG00000252192.1"	0
"39773"	"ENSG00000252193.1"	0
"39774"	"ENSG00000252198.1"	0
"39775"	"ENSG00000252199.1"	0
"39776"	"ENSG00000252200.1"	0
"39777"	"ENSG00000252202.1"	0
"39778"	"ENSG00000252204.1"	0
"39779"	"ENSG00000252205.1"	0
"39780"	"ENSG00000252206.1"	0
"39781"	"ENSG00000252207.1"	0
"39782"	"ENSG00000252209.1"	0
"39783"	"ENSG00000252210.1"	0
"39784"	"ENSG00000252211.1"	0
"39785"	"ENSG00000252212.1"	0
"39786"	"ENSG00000252213.1"	8
"39787"	"ENSG00000252214.1"	0
"39788"	"ENSG00000252217.1"	0
"39789"	"ENSG00000252218.1"	0
"39790"	"ENSG00000252219.2"	0
"39791"	"ENSG00000252220.1"	0
"39792"	"ENSG00000252222.1"	0
"39793"	"ENSG00000252223.1"	0
"39794"	"ENSG00000252224.1"	0
"39795"	"ENSG00000252225.1"	0
"39796"	"ENSG00000252228.1"	0
"39797"	"ENSG00000252230.1"	0
"39798"	"ENSG00000252231.1"	0
"39799"	"ENSG00000252233.1"	0
"39800"	"ENSG00000252236.1"	0
"39801"	"ENSG00000252237.1"	0
"39802"	"ENSG00000252238.1"	0
"39803"	"ENSG00000252242.1"	0
"39804"	"ENSG00000252243.1"	0
"39805"	"ENSG00000252244.1"	0
"39806"	"ENSG00000252246.1"	0
"39807"	"ENSG00000252247.2"	0
"39808"	"ENSG00000252249.1"	0
"39809"	"ENSG00000252250.1"	0
"39810"	"ENSG00000252252.1"	0
"39811"	"ENSG00000252254.1"	0
"39812"	"ENSG00000252255.1"	0
"39813"	"ENSG00000252257.1"	0
"39814"	"ENSG00000252258.1"	0
"39815"	"ENSG00000252259.1"	0
"39816"	"ENSG00000252260.1"	0
"39817"	"ENSG00000252261.1"	0
"39818"	"ENSG00000252262.1"	0
"39819"	"ENSG00000252263.1"	0
"39820"	"ENSG00000252264.1"	0
"39821"	"ENSG00000252266.1"	0
"39822"	"ENSG00000252267.1"	0
"39823"	"ENSG00000252268.1"	0
"39824"	"ENSG00000252269.1"	0
"39825"	"ENSG00000252271.1"	0
"39826"	"ENSG00000252272.1"	0
"39827"	"ENSG00000252273.1"	0
"39828"	"ENSG00000252274.1"	0
"39829"	"ENSG00000252275.1"	0
"39830"	"ENSG00000252277.1"	0
"39831"	"ENSG00000252279.1"	0
"39832"	"ENSG00000252282.1"	0
"39833"	"ENSG00000252283.1"	0
"39834"	"ENSG00000252284.1"	0
"39835"	"ENSG00000252287.1"	0
"39836"	"ENSG00000252288.1"	0
"39837"	"ENSG00000252289.1"	0
"39838"	"ENSG00000252290.1"	0
"39839"	"ENSG00000252291.1"	0
"39840"	"ENSG00000252292.1"	0
"39841"	"ENSG00000252294.1"	0
"39842"	"ENSG00000252296.2"	0
"39843"	"ENSG00000252297.1"	0
"39844"	"ENSG00000252301.1"	0
"39845"	"ENSG00000252302.1"	0
"39846"	"ENSG00000252305.1"	2
"39847"	"ENSG00000252307.1"	0
"39848"	"ENSG00000252311.1"	0
"39849"	"ENSG00000252312.1"	0
"39850"	"ENSG00000252313.1"	0
"39851"	"ENSG00000252315.1"	0
"39852"	"ENSG00000252316.1"	0
"39853"	"ENSG00000252317.1"	0
"39854"	"ENSG00000252319.1"	0
"39855"	"ENSG00000252320.1"	0
"39856"	"ENSG00000252321.1"	0
"39857"	"ENSG00000252322.1"	0
"39858"	"ENSG00000252323.1"	0
"39859"	"ENSG00000252325.1"	0
"39860"	"ENSG00000252326.1"	0
"39861"	"ENSG00000252328.1"	0
"39862"	"ENSG00000252329.1"	0
"39863"	"ENSG00000252332.1"	0
"39864"	"ENSG00000252333.1"	0
"39865"	"ENSG00000252334.1"	0
"39866"	"ENSG00000252335.1"	0
"39867"	"ENSG00000252336.1"	0
"39868"	"ENSG00000252337.1"	0
"39869"	"ENSG00000252338.1"	0
"39870"	"ENSG00000252339.1"	0
"39871"	"ENSG00000252341.1"	0
"39872"	"ENSG00000252342.1"	0
"39873"	"ENSG00000252343.1"	0
"39874"	"ENSG00000252346.1"	0
"39875"	"ENSG00000252347.1"	0
"39876"	"ENSG00000252348.1"	0
"39877"	"ENSG00000252349.1"	0
"39878"	"ENSG00000252350.1"	0
"39879"	"ENSG00000252351.1"	0
"39880"	"ENSG00000252352.1"	0
"39881"	"ENSG00000252353.1"	0
"39882"	"ENSG00000252355.1"	0
"39883"	"ENSG00000252357.1"	0
"39884"	"ENSG00000252358.1"	0
"39885"	"ENSG00000252361.1"	0
"39886"	"ENSG00000252362.1"	0
"39887"	"ENSG00000252363.1"	0
"39888"	"ENSG00000252364.1"	0
"39889"	"ENSG00000252366.1"	0
"39890"	"ENSG00000252367.1"	0
"39891"	"ENSG00000252368.1"	0
"39892"	"ENSG00000252369.1"	0
"39893"	"ENSG00000252370.1"	0
"39894"	"ENSG00000252371.1"	0
"39895"	"ENSG00000252373.1"	0
"39896"	"ENSG00000252374.1"	0
"39897"	"ENSG00000252376.1"	0
"39898"	"ENSG00000252377.1"	0
"39899"	"ENSG00000252383.1"	0
"39900"	"ENSG00000252385.1"	0
"39901"	"ENSG00000252386.1"	0
"39902"	"ENSG00000252390.1"	0
"39903"	"ENSG00000252391.1"	0
"39904"	"ENSG00000252393.1"	0
"39905"	"ENSG00000252395.2"	0
"39906"	"ENSG00000252396.1"	0
"39907"	"ENSG00000252397.1"	0
"39908"	"ENSG00000252398.1"	0
"39909"	"ENSG00000252400.1"	0
"39910"	"ENSG00000252401.1"	0
"39911"	"ENSG00000252404.1"	0
"39912"	"ENSG00000252407.1"	0
